onset	duration	concept	condition
2.676924	0.5	sweetpotato 	subMiss
5.742697	0.5	wheel 	subMiss
14.791812	0.5	wallet 	subCR
20.341248	0.5	orange 	subHits
30.900167	0.5	gong 	subHits
34.944673	0.5	kiwi 	subHits
45.483677	0.5	jellyfish 	subHits
55.527633	0.5	colander 	subHits
58.577443	0.5	poppy 	subFA
67.126508	0.5	trolley 	subCR
74.175758	0.5	television 	subMiss
79.725439	0.5	screw 	subFA
86.344626	0.5	ashtray 	subHits
95.887181	0.5	ox 	subCR
98.933664	0.5	rifle 	subCR
104.482657	0.5	foot 	subFA
110.032069	0.5	prawn 	subCR
119.581064	0.5	bone 	subHits
125.623496	0.5	carrot 	subHits
132.669854	0.5	crowbar 	subHits
136.219396	0.5	skateboard 	subMiss
143.762117	0.5	broom 	subFA
151.30783	0.5	basket 	subHits
160.358244	0.5	squirrel 	subHits
168.40606	0.5	belt 	subHits
172.448712	0.5	dice 	subHits
180.488139	0.5	truck 	subFA
185.034329	0.5	candle 	subCR
194.584064	0.5	blueberry 	subHits
205.132406	0.5	bicycle 	subMiss
208.681883	0.5	broccoli 	subFA
217.230939	0.5	banana 	subCR
223.280298	0.5	cucumber 	subMiss
226.859932	0.5	fridge 	subFA
233.909538	0.5	porcupine 	subHits
241.458565	0.5	pineapple 	subHits
252.507306	0.5	asparagus 	subFA
257.057	0.5	willow 	subFA
261.10649	0.5	helmet 	subCR
270.655528	0.5	peanut 	subCR
280.204424	0.5	glodfish 	subCR
287.253726	0.5	hippo 	subHits
290.297668	0.5	unicycle 	subHits
296.842795	0.5	tiger 	subFA
306.89174	0.5	telephone 	subCR
313.93571	0.5	pillow 	subHits
317.480824	0.5	mouse 	subCR
328.029564	0.5	bucket 	subFA
333.073414	0.5	bowl 	subCR
337.61846	0.5	butterfly 	subCR
343.667948	0.5	rock 	subCR
351.217176	0.5	saw 	subMiss
359.766305	0.5	typewriter 	subFA
367.315579	0.5	drill 	subHits
376.364616	0.5	toad 	subCR
386.413403	0.5	wasp 	subFA
394.45626	0.5	cod 	subHits
405.002182	0.5	peacock 	subFA
411.551243	0.5	bus 	subHits
422.59984	0.5	beaver 	subMiss
427.643254	0.5	parakeet 	subCR
432.688716	0.5	cello 	subHits
438.747981	0.5	caravan 	subCR
448.797042	0.5	plum 	subHits
453.846545	0.5	centipede 	subCR
463.889853	0.5	bath 	subHits
468.93495	0.5	tray 	subHits
479.983866	0.5	moose 	subHits
488.532973	0.5	wolf 	subFA
492.582522	0.5	umbrella 	subFA
501.626583	0.5	harpsichord 	subFA
512.680413	0.5	knife 	subFA
520.729653	0.5	balloon 	subMiss
527.278928	0.5	saxophone 	subHits
536.32813	0.5	eye 	subFA
542.377759	0.5	dishwasher 	subHits
550.920559	0.5	pie 	subHits
554.959228	0.5	gunieapig 	subHits
559.499199	0.5	tent 	subFA
563.045144	0.5	soup 	subHits
574.094519	0.5	ship 	subHits
580.64332	0.5	mirror 	subHits
